Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,Library Name,BioSampleModel,geo_loc_name,lat_lon,HOST,host_sex,env_broad_scale,env_local_scale,env_medium,Host_Age,host_subject_id,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),project_name,host_taxid,scientific_name,samp_mat_process,Host_Diet,INSDC_center_name,INSDC_status,Sample_name,Submitter_Id,external_id,INSDC_last_update,host_body_product,isolation_source,host_tissue_sampled,isolate,host_life_stage,host_body_site,broad-scale_environmental_context,environmental_medium,local_environmental_context,Sequencing_method,ENA_first_public,host_body_habitat,host_common_name,environment_(biome),environment_(feature),environment_(material),host-associated_environmental_package,INSDC_first_public,investigation_type,organism,host_phenotype,source_material_id,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,subspecific_genetic_lineage,env_biome,env_feature,env_material,perturbation,Description,samp_store_dur,samp_store_temp,samp_vol_we_dna_ext,sample_title,seq_methods,Negative_control_1,Negative_control_2,positive_control,steer_id,replicate,samp_collect_device,experiment,JMF_sample_ID,User_sample_ID,Time_point_h,treatment,SAMPLING_TIME,Depth,Environment_Feature,Environment_material,altitude,chem_administration,samp_size,strain,temp,Cow,MiCowTrTiSeq,TimePostFeeding,treat,rel_to_oxygen,elev,Host_disease,gravidity,host_blood_press_diast,host_blood_press_syst,host_body_temp,host_color,host_dry_mass,host_family_relationship,host_genotype,host_growth_cond,host_height,host_infra_specific_name,host_infra_specific_rank,host_last_meal,host_length,host_shape,host_substrate,host_tot_mass,misc_param,organism_count,oxy_stat_samp,samp_salinity,samp_store_loc,Cultivar,Ecotype,common_name,nucleic_acid_extraction,ENA_last_update,INSDC_center_alias,age,BREED,collected_by
ERR3201392,WGS,300,16336891200,PRJEB31266,SAMEA5384003,8123888532,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229010,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384003,ERP113798,2019-03-10T10:21:00Z,1,not collected,United Kingdom,Europe,10678_0022,,,,,male,,,,561 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0022,10678_0022,SAMEA5384003,2019-05-31T10:58:56Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:56Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201393,WGS,300,20998710900,PRJEB31266,SAMEA5384004,10461557222,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229011,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384004,ERP113798,2019-03-10T10:42:00Z,1,not collected,United Kingdom,Europe,10678_0023,,,,,male,,,,542 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0023,10678_0023,SAMEA5384004,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201394,WGS,300,21217518000,PRJEB31266,SAMEA5384005,10767070885,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229012,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384005,ERP113798,2019-03-09T15:20:00Z,1,not collected,United Kingdom,Europe,10678_0024,,,,,male,,,,546 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0024,10678_0024,SAMEA5384005,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201395,WGS,300,14205089400,PRJEB31266,SAMEA5384006,6953701022,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229013,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384006,ERP113798,2019-03-10T10:39:00Z,1,not collected,United Kingdom,Europe,10678_0025,,,,,male,,,,572 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0025,10678_0025,SAMEA5384006,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201396,WGS,300,14109836700,PRJEB31266,SAMEA5384007,6926504469,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229014,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384007,ERP113798,2019-03-09T15:25:00Z,1,not collected,United Kingdom,Europe,10678_0026,,,,,male,,,,519 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0026,10678_0026,SAMEA5384007,2019-05-31T10:58:56Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:56Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201397,WGS,300,15166702500,PRJEB31266,SAMEA5384008,7386645121,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229015,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384008,ERP113798,2019-03-09T15:31:00Z,1,not collected,United Kingdom,Europe,10678_0027,,,,,male,,,,568 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0027,10678_0027,SAMEA5384008,2019-05-31T10:58:56Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:56Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201398,WGS,300,21132252900,PRJEB31266,SAMEA5384009,10530966098,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229016,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384009,ERP113798,2019-03-09T15:39:00Z,1,not collected,United Kingdom,Europe,10678_0028,,,,,male,,,,528 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0028,10678_0028,SAMEA5384009,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201399,WGS,300,18658708200,PRJEB31266,SAMEA5384010,9132001736,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229017,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384010,ERP113798,2019-03-09T15:45:00Z,1,not collected,United Kingdom,Europe,10678_0029,,,,,male,,,,526 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0029,10678_0029,SAMEA5384010,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201400,WGS,300,27818198100,PRJEB31266,SAMEA5384011,13610019482,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229018,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384011,ERP113798,2019-03-09T15:55:00Z,1,not collected,United Kingdom,Europe,10678_0030,,,,,male,,,,583 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0030,10678_0030,SAMEA5384011,2019-05-31T10:58:56Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:56Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201401,WGS,300,23705030100,PRJEB31266,SAMEA5384012,11645367617,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229019,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384012,ERP113798,2019-03-09T16:04:00Z,1,not collected,United Kingdom,Europe,10678_0031,,,,,male,,,,585 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0031,10678_0031,SAMEA5384012,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201402,WGS,300,28065952800,PRJEB31266,SAMEA5384013,13615479473,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229020,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384013,ERP113798,2019-03-10T10:30:00Z,1,not collected,United Kingdom,Europe,10678_0032,,,,,male,,,,569 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0032,10678_0032,SAMEA5384013,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201403,WGS,300,20365159800,PRJEB31266,SAMEA5384014,9787664302,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229021,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384014,ERP113798,2019-03-10T10:38:00Z,1,not collected,United Kingdom,Europe,10678_0033,,,,,male,,,,596 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0033,10678_0033,SAMEA5384014,2019-05-31T10:58:58Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:58Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201404,WGS,300,16748806200,PRJEB31266,SAMEA5384015,8116105544,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229022,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384015,ERP113798,2019-03-09T16:11:00Z,1,not collected,United Kingdom,Europe,10678_0034,,,,,male,,,,588 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0034,10678_0034,SAMEA5384015,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201405,WGS,300,24434926200,PRJEB31266,SAMEA5384016,11901542616,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229023,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384016,ERP113798,2019-03-09T16:21:00Z,1,not collected,United Kingdom,Europe,10678_0035,,,,,male,,,,524 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0035,10678_0035,SAMEA5384016,2019-05-31T10:58:58Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:58Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201406,WGS,300,18960165600,PRJEB31266,SAMEA5384017,9212179705,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229024,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384017,ERP113798,2019-03-10T10:45:00Z,1,not collected,United Kingdom,Europe,10678_0036,,,,,male,,,,567 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0036,10678_0036,SAMEA5384017,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201407,WGS,300,27739388400,PRJEB31266,SAMEA5384018,13403341814,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229025,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384018,ERP113798,2019-03-10T10:50:00Z,1,not collected,United Kingdom,Europe,10678_0037,,,,,male,,,,559 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0037,10678_0037,SAMEA5384018,2019-05-31T10:58:56Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:56Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201408,WGS,300,28572996300,PRJEB31266,SAMEA5384019,13580139998,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229026,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384019,ERP113798,2019-03-09T16:32:00Z,1,not collected,United Kingdom,Europe,10678_0038,,,,,male,,,,518 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0038,10678_0038,SAMEA5384019,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201409,WGS,300,21207716400,PRJEB31266,SAMEA5384020,10300754827,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229027,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384020,ERP113798,2019-03-10T10:52:00Z,1,not collected,United Kingdom,Europe,10678_0039,,,,,male,,,,555 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0039,10678_0039,SAMEA5384020,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201410,WGS,300,23162476500,PRJEB31266,SAMEA5384021,11221358142,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229028,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384021,ERP113798,2019-03-09T16:41:00Z,1,not collected,United Kingdom,Europe,10678_0040,,,,,male,,,,542 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0040,10678_0040,SAMEA5384021,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201411,WGS,300,18280866000,PRJEB31266,SAMEA5384022,8868844944,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229029,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384022,ERP113798,2019-03-10T10:55:00Z,1,not collected,United Kingdom,Europe,10678_0041,,,,,male,,,,574 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0041,10678_0041,SAMEA5384022,2019-05-31T10:58:57Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:57Z,Luing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201412,WGS,300,17615056800,PRJEB31266,SAMEA5384023,8653215080,THE ROSLIN INSTITUTE,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229030,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384023,ERP113798,2019-03-10T11:01:00Z,1,not collected,United Kingdom,Europe,10678_0042,,,,,male,,,,566 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0042,10678_0042,SAMEA5384023,2019-05-31T10:58:58Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:58Z,CHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3201413,WGS,300,16182371100,PRJEB31266,SAMEA5384024,7797155938,THE ROSLIN INSTITUTE,public,"sra,fastq,run.zq","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX3229031,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2019-03-08T00:00:00Z,SAMEA5384024,ERP113798,2019-03-09T16:47:00Z,1,not collected,United Kingdom,Europe,10678_0043,,,,,male,,,,570 days,,2019-03-07,2019-03-08,United Kingdom,55.861398,-3.206493,Metagenomic sequencing of the rumen of 240 cattle from Scotland,9913,bovine gut metagenome,,,THE ROSLIN INSTITUTE,public,10678_0043,10678_0043,SAMEA5384024,2019-05-31T10:58:56Z,rumen fluid,,,,,rumen,,,,Illumina HiSeq 4000,,gut,cow,Bos taurus,stomach,bodily fluid,host-associated,2019-03-07T17:03:51Z,metagenome,,,,2019-03-07T17:03:51Z,2019-05-31T10:58:56Z,LIMx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
